FBgn,Dependent,Source,DF,SS,MS,FValue,ProbF
FBgn0000504,Expression,Model,65,236070,3632,6.06,3.48878E-12
FBgn0000504,Expression,Error,66,39585,600,_,_
FBgn0000504,Expression,Corrected Total,131,275655,_,_,_
FBgn0000520,Expression,Model,65,26409,406,11.32,2.97579E-19
FBgn0000520,Expression,Error,66,2368,36,_,_
FBgn0000520,Expression,Corrected Total,131,28777,_,_,_
FBgn0000524,Expression,Model,65,218045,3355,24.85,2.96454E-29
FBgn0000524,Expression,Error,66,8909,135,_,_
FBgn0000524,Expression,Corrected Total,131,226955,_,_,_
FBgn0000527,Expression,Model,65,133630,2056,3.81,8.98068E-08
FBgn0000527,Expression,Error,66,35605,539,_,_
FBgn0000527,Expression,Corrected Total,131,169235,_,_,_
FBgn0000529,Expression,Model,65,903,14,14.59,2.26387E-22
FBgn0000529,Expression,Error,66,63,1,_,_
FBgn0000529,Expression,Corrected Total,131,966,_,_,_
FBgn0000533,Expression,Model,65,33495,515,10.48,2.49594E-18
FBgn0000533,Expression,Error,66,3244,49,_,_
FBgn0000533,Expression,Corrected Total,131,36740,_,_,_
FBgn0000535,Expression,Model,65,239548,3685,11.21,3.91572E-19
FBgn0000535,Expression,Error,66,21693,329,_,_
FBgn0000535,Expression,Corrected Total,131,261241,_,_,_
FBgn0000536,Expression,Model,65,518331,7974,8.92,1.94761E-16
FBgn0000536,Expression,Error,66,59003,894,_,_
FBgn0000536,Expression,Corrected Total,131,577334,_,_,_
FBgn0000541,Expression,Model,65,2409632,37071,4.09,2.17006E-08
FBgn0000541,Expression,Error,66,598244,9064,_,_
FBgn0000541,Expression,Corrected Total,131,3007876,_,_,_
FBgn0000542,Expression,Model,65,1432,22,1.86,6.40019E-03
FBgn0000542,Expression,Error,66,781,12,_,_
FBgn0000542,Expression,Corrected Total,131,2212,_,_,_
FBgn0000543,Expression,Model,65,23314,359,10.17,5.65373E-18
FBgn0000543,Expression,Error,66,2327,35,_,_
FBgn0000543,Expression,Corrected Total,131,25641,_,_,_
FBgn0000546,Expression,Model,65,296893,4568,5.66,1.72600E-11
FBgn0000546,Expression,Error,66,53266,807,_,_
FBgn0000546,Expression,Corrected Total,131,350159,_,_,_
FBgn0000547,Expression,Model,65,265578,4086,6.88,1.54698E-13
FBgn0000547,Expression,Error,66,39194,594,_,_
FBgn0000547,Expression,Corrected Total,131,304772,_,_,_
FBgn0000551,Expression,Model,65,15,0,1.71,1.52973E-02
FBgn0000551,Expression,Error,66,9,0,_,_
FBgn0000551,Expression,Corrected Total,131,24,_,_,_
FBgn0000557,Expression,Model,65,13018101,200278,12.36,2.57264E-20
FBgn0000557,Expression,Error,66,1069543,16205,_,_
FBgn0000557,Expression,Corrected Total,131,14087644,_,_,_
FBgn0000559,Expression,Model,65,250882545,3859731,6.21,1.93365E-12
FBgn0000559,Expression,Error,66,41047629,621934,_,_
FBgn0000559,Expression,Corrected Total,131,291930174,_,_,_
FBgn0000560,Expression,Model,65,1005,15,8.23,1.60598E-15
FBgn0000560,Expression,Error,66,124,2,_,_
FBgn0000560,Expression,Corrected Total,131,1129,_,_,_
FBgn0000562,Expression,Model,65,179575,2763,10.44,2.82082E-18
FBgn0000562,Expression,Error,66,17470,265,_,_
FBgn0000562,Expression,Corrected Total,131,197045,_,_,_
FBgn0000565,Expression,Model,65,9755417,150083,11.11,5.05454E-19
FBgn0000565,Expression,Error,66,891627,13510,_,_
FBgn0000565,Expression,Corrected Total,131,10647044,_,_,_
FBgn0000566,Expression,Model,65,212543,3270,20.19,1.58411E-26
FBgn0000566,Expression,Error,66,10689,162,_,_
FBgn0000566,Expression,Corrected Total,131,223232,_,_,_
FBgn0000567,Expression,Model,65,57763,889,8.85,2.40549E-16
FBgn0000567,Expression,Error,66,6628,100,_,_
FBgn0000567,Expression,Corrected Total,131,64390,_,_,_
FBgn0000568,Expression,Model,65,788311,12128,6.32,1.25256E-12
FBgn0000568,Expression,Error,66,126682,1919,_,_
FBgn0000568,Expression,Corrected Total,131,914992,_,_,_
FBgn0000575,Expression,Model,65,543526,8362,6.09,3.05873E-12
FBgn0000575,Expression,Error,66,90641,1373,_,_
FBgn0000575,Expression,Corrected Total,131,634167,_,_,_
FBgn0000576,Expression,Model,65,363,6,4.00,3.49475E-08
FBgn0000576,Expression,Error,66,92,1,_,_
FBgn0000576,Expression,Corrected Total,131,456,_,_,_
FBgn0000577,Expression,Model,65,386,6,4.31,7.33586E-09
FBgn0000577,Expression,Error,66,91,1,_,_
FBgn0000577,Expression,Corrected Total,131,477,_,_,_
FBgn0000578,Expression,Model,65,48656,749,4.58,2.04183E-09
FBgn0000578,Expression,Error,66,10794,164,_,_
FBgn0000578,Expression,Corrected Total,131,59451,_,_,_
FBgn0000579,Expression,Model,65,11378582,175055,5.89,6.76753E-12
FBgn0000579,Expression,Error,66,1961850,29725,_,_
FBgn0000579,Expression,Corrected Total,131,13340433,_,_,_
FBgn0000581,Expression,Model,65,438455,6745,3.50,4.55170E-07
FBgn0000581,Expression,Error,66,127074,1925,_,_
FBgn0000581,Expression,Corrected Total,131,565529,_,_,_
FBgn0000588,Expression,Model,65,69919,1076,36.44,2.15867E-34
FBgn0000588,Expression,Error,66,1948,30,_,_
FBgn0000588,Expression,Corrected Total,131,71867,_,_,_
FBgn0000592,Expression,Model,65,96609157,1486295,1.88,5.62618E-03
FBgn0000592,Expression,Error,66,52072125,788972,_,_
FBgn0000592,Expression,Corrected Total,131,148681282,_,_,_
FBgn0000611,Expression,Model,65,399549,6147,3.04,5.87998E-06
FBgn0000611,Expression,Error,66,133409,2021,_,_
FBgn0000611,Expression,Corrected Total,131,532958,_,_,_
FBgn0000615,Expression,Model,65,144477810,2222736,16.21,1.05249E-23
FBgn0000615,Expression,Error,66,9048449,137098,_,_
FBgn0000615,Expression,Corrected Total,131,153526259,_,_,_
FBgn0000617,Expression,Model,65,4253,65,5.10,1.86984E-10
FBgn0000617,Expression,Error,66,846,13,_,_
FBgn0000617,Expression,Corrected Total,131,5099,_,_,_
FBgn0000618,Expression,Model,65,2899,45,2.44,2.02992E-04
FBgn0000618,Expression,Error,66,1209,18,_,_
FBgn0000618,Expression,Corrected Total,131,4107,_,_,_
FBgn0000625,Expression,Model,65,1768,27,3.00,7.28977E-06
FBgn0000625,Expression,Error,66,598,9,_,_
FBgn0000625,Expression,Corrected Total,131,2365,_,_,_
FBgn0000629,Expression,Model,65,142485,2192,22.93,3.41620E-28
FBgn0000629,Expression,Error,66,6309,96,_,_
FBgn0000629,Expression,Corrected Total,131,148794,_,_,_
FBgn0000633,Expression,Model,65,125362,1929,8.85,2.39678E-16
FBgn0000633,Expression,Error,66,14383,218,_,_
FBgn0000633,Expression,Corrected Total,131,139744,_,_,_
FBgn0000635,Expression,Model,65,255568,3932,7.20,5.03140E-14
FBgn0000635,Expression,Error,66,36061,546,_,_
FBgn0000635,Expression,Corrected Total,131,291629,_,_,_
FBgn0000636,Expression,Model,65,71827,1105,3.14,3.27124E-06
FBgn0000636,Expression,Error,66,23191,351,_,_
FBgn0000636,Expression,Corrected Total,131,95019,_,_,_
FBgn0000639,Expression,Model,65,11324,174,2.66,5.26051E-05
FBgn0000639,Expression,Error,66,4318,65,_,_
FBgn0000639,Expression,Corrected Total,131,15642,_,_,_
FBgn0000640,Expression,Model,65,9,0,1.42,7.80647E-02
FBgn0000640,Expression,Error,66,6,0,_,_
FBgn0000640,Expression,Corrected Total,131,15,_,_,_
FBgn0000644,Expression,Model,65,205598,3163,4.26,9.53323E-09
FBgn0000644,Expression,Error,66,49051,743,_,_
FBgn0000644,Expression,Corrected Total,131,254649,_,_,_
FBgn0000658,Expression,Model,65,426,7,4.34,6.20559E-09
FBgn0000658,Expression,Error,66,100,2,_,_
FBgn0000658,Expression,Corrected Total,131,525,_,_,_
FBgn0000659,Expression,Model,65,15294,235,14.64,2.04078E-22
FBgn0000659,Expression,Error,66,1061,16,_,_
FBgn0000659,Expression,Corrected Total,131,16354,_,_,_
FBgn0000662,Expression,Model,65,184467,2838,8.56,5.76149E-16
FBgn0000662,Expression,Error,66,21879,332,_,_
FBgn0000662,Expression,Corrected Total,131,206346,_,_,_
FBgn0000667,Expression,Model,65,748761,11519,9.21,8.35271E-17
FBgn0000667,Expression,Error,66,82566,1251,_,_
FBgn0000667,Expression,Corrected Total,131,831327,_,_,_
FBgn0000709,Expression,Model,65,27785,427,3.85,7.34718E-08
FBgn0000709,Expression,Error,66,7328,111,_,_
FBgn0000709,Expression,Corrected Total,131,35113,_,_,_
FBgn0000711,Expression,Model,65,1140883,17552,5.96,5.00012E-12
FBgn0000711,Expression,Error,66,194216,2943,_,_
FBgn0000711,Expression,Corrected Total,131,1335099,_,_,_
FBgn0000715,Expression,Model,65,4616,71,11.81,9.21502E-20
FBgn0000715,Expression,Error,66,397,6,_,_
FBgn0000715,Expression,Corrected Total,131,5013,_,_,_
FBgn0000719,Expression,Model,65,208224,3203,8.65,4.45252E-16
FBgn0000719,Expression,Error,66,24456,371,_,_
FBgn0000719,Expression,Corrected Total,131,232680,_,_,_
FBgn0000721,Expression,Model,65,1212581,18655,10.30,4.03232E-18
FBgn0000721,Expression,Error,66,119520,1811,_,_
FBgn0000721,Expression,Corrected Total,131,1332100,_,_,_
FBgn0000723,Expression,Model,65,157591,2424,8.18,1.87779E-15
FBgn0000723,Expression,Error,66,19555,296,_,_
FBgn0000723,Expression,Corrected Total,131,177147,_,_,_
FBgn0000808,Expression,Model,65,5378,83,27.74,1.01738E-30
FBgn0000808,Expression,Error,66,197,3,_,_
FBgn0000808,Expression,Corrected Total,131,5575,_,_,_
FBgn0000810,Expression,Model,65,19380,298,5.04,2.50819E-10
FBgn0000810,Expression,Error,66,3908,59,_,_
FBgn0000810,Expression,Corrected Total,131,23288,_,_,_
FBgn0000826,Expression,Model,65,94046,1447,39.98,1.17506E-35
FBgn0000826,Expression,Error,66,2388,36,_,_
FBgn0000826,Expression,Corrected Total,131,96435,_,_,_
FBgn0000927,Expression,Model,65,2436032,37477,12.34,2.69453E-20
FBgn0000927,Expression,Error,66,200469,3037,_,_
FBgn0000927,Expression,Corrected Total,131,2636501,_,_,_
FBgn0000928,Expression,Model,65,1060,16,2.30,4.67339E-04
FBgn0000928,Expression,Error,66,469,7,_,_
FBgn0000928,Expression,Corrected Total,131,1529,_,_,_
FBgn0000964,Expression,Model,65,26169,403,7.36,2.83124E-14
FBgn0000964,Expression,Error,66,3609,55,_,_
FBgn0000964,Expression,Corrected Total,131,29778,_,_,_
FBgn0000996,Expression,Model,65,931614,14333,20.77,6.74834E-27
FBgn0000996,Expression,Error,66,45538,690,_,_
FBgn0000996,Expression,Corrected Total,131,977152,_,_,_
FBgn0001075,Expression,Model,65,35283,543,7.83,5.83145E-15
FBgn0001075,Expression,Error,66,4574,69,_,_
FBgn0001075,Expression,Corrected Total,131,39857,_,_,_
FBgn0001077,Expression,Model,65,61,1,6.31,1.28160E-12
FBgn0001077,Expression,Error,66,10,0,_,_
FBgn0001077,Expression,Corrected Total,131,71,_,_,_
FBgn0001078,Expression,Model,65,262582,4040,3.77,1.08786E-07
FBgn0001078,Expression,Error,66,70649,1070,_,_
FBgn0001078,Expression,Corrected Total,131,333231,_,_,_
FBgn0001079,Expression,Model,65,26135,402,21.71,1.79113E-27
FBgn0001079,Expression,Error,66,1222,19,_,_
FBgn0001079,Expression,Corrected Total,131,27357,_,_,_
FBgn0001083,Expression,Model,65,3784,58,17.73,7.58677E-25
FBgn0001083,Expression,Error,66,217,3,_,_
FBgn0001083,Expression,Corrected Total,131,4000,_,_,_
FBgn0001084,Expression,Model,65,41257,635,3.62,2.38514E-07
FBgn0001084,Expression,Error,66,11558,175,_,_
FBgn0001084,Expression,Corrected Total,131,52815,_,_,_
FBgn0001085,Expression,Model,65,221016,3400,9.89,1.22080E-17
FBgn0001085,Expression,Error,66,22690,344,_,_
FBgn0001085,Expression,Corrected Total,131,243706,_,_,_
FBgn0001086,Expression,Model,65,558692,8595,51.25,4.57742E-39
FBgn0001086,Expression,Error,66,11068,168,_,_
FBgn0001086,Expression,Corrected Total,131,569760,_,_,_
FBgn0001087,Expression,Model,65,167393,2575,7.58,1.33817E-14
FBgn0001087,Expression,Error,66,22417,340,_,_
FBgn0001087,Expression,Corrected Total,131,189809,_,_,_
FBgn0001089,Expression,Model,65,10154,156,6.62,3.94806E-13
FBgn0001089,Expression,Error,66,1556,24,_,_
FBgn0001089,Expression,Corrected Total,131,11710,_,_,_
FBgn0001090,Expression,Model,65,645073,9924,6.05,3.61754E-12
FBgn0001090,Expression,Error,66,108333,1641,_,_
FBgn0001090,Expression,Corrected Total,131,753406,_,_,_
FBgn0001091,Expression,Model,65,38157024,587031,19.02,9.41537E-26
FBgn0001091,Expression,Error,66,2036928,30863,_,_
FBgn0001091,Expression,Corrected Total,131,40193951,_,_,_
FBgn0001092,Expression,Model,65,25330291,389697,12.64,1.34963E-20
FBgn0001092,Expression,Error,66,2034080,30819,_,_
FBgn0001092,Expression,Corrected Total,131,27364372,_,_,_
FBgn0001098,Expression,Model,65,538830,8290,4.66,1.36290E-09
FBgn0001098,Expression,Error,66,117325,1778,_,_
FBgn0001098,Expression,Corrected Total,131,656156,_,_,_
FBgn0001099,Expression,Model,65,5054,78,34.06,1.76869E-33
FBgn0001099,Expression,Error,66,151,2,_,_
FBgn0001099,Expression,Corrected Total,131,5204,_,_,_
FBgn0001104,Expression,Model,65,519414,7991,14.70,1.80244E-22
FBgn0001104,Expression,Error,66,35868,543,_,_
FBgn0001104,Expression,Corrected Total,131,555282,_,_,_
FBgn0001105,Expression,Model,65,1713487,26361,2.26,5.77274E-04
FBgn0001105,Expression,Error,66,769261,11655,_,_
FBgn0001105,Expression,Corrected Total,131,2482748,_,_,_
FBgn0001108,Expression,Model,65,218374,3360,13.65,1.54145E-21
FBgn0001108,Expression,Error,66,16248,246,_,_
FBgn0001108,Expression,Corrected Total,131,234623,_,_,_
FBgn0001112,Expression,Model,65,2990187,46003,2.03,2.38773E-03
FBgn0001112,Expression,Error,66,1498166,22699,_,_
FBgn0001112,Expression,Corrected Total,131,4488352,_,_,_
FBgn0001114,Expression,Model,65,3439787,52920,18.23,3.33328E-25
FBgn0001114,Expression,Error,66,191605,2903,_,_
FBgn0001114,Expression,Corrected Total,131,3631392,_,_,_
FBgn0001120,Expression,Model,65,1277805,19659,4.60,1.82778E-09
FBgn0001120,Expression,Error,66,282028,4273,_,_
FBgn0001120,Expression,Corrected Total,131,1559833,_,_,_
FBgn0001122,Expression,Model,65,1326805,20412,6.44,7.80079E-13
FBgn0001122,Expression,Error,66,209105,3168,_,_
FBgn0001122,Expression,Corrected Total,131,1535910,_,_,_
FBgn0001123,Expression,Model,65,150263,2312,7.42,2.34982E-14
FBgn0001123,Expression,Error,66,20573,312,_,_
FBgn0001123,Expression,Corrected Total,131,170835,_,_,_
FBgn0001124,Expression,Model,65,1409942,21691,3.58,3.05746E-07
FBgn0001124,Expression,Error,66,400148,6063,_,_
FBgn0001124,Expression,Corrected Total,131,1810090,_,_,_
FBgn0001125,Expression,Model,65,997220,15342,2.65,5.50986E-05
FBgn0001125,Expression,Error,66,381416,5779,_,_
FBgn0001125,Expression,Corrected Total,131,1378637,_,_,_
FBgn0001128,Expression,Model,65,4144045,63755,15.70,2.70529E-23
FBgn0001128,Expression,Error,66,268063,4062,_,_
FBgn0001128,Expression,Corrected Total,131,4412109,_,_,_
FBgn0001133,Expression,Model,65,20706,319,11.33,2.95091E-19
FBgn0001133,Expression,Error,66,1856,28,_,_
FBgn0001133,Expression,Corrected Total,131,22562,_,_,_
FBgn0001134,Expression,Model,65,1971,30,10.34,3.61371E-18
FBgn0001134,Expression,Error,66,194,3,_,_
FBgn0001134,Expression,Corrected Total,131,2165,_,_,_
FBgn0001137,Expression,Model,65,9552,147,4.54,2.40080E-09
FBgn0001137,Expression,Error,66,2135,32,_,_
FBgn0001137,Expression,Corrected Total,131,11687,_,_,_
FBgn0001138,Expression,Model,65,3823,59,11.64,1.38046E-19
FBgn0001138,Expression,Error,66,333,5,_,_
FBgn0001138,Expression,Corrected Total,131,4156,_,_,_
FBgn0001139,Expression,Model,65,560588,8624,10.29,4.16336E-18
FBgn0001139,Expression,Error,66,55320,838,_,_
FBgn0001139,Expression,Corrected Total,131,615908,_,_,_
FBgn0001142,Expression,Model,65,1118950,17215,10.03,8.43963E-18
FBgn0001142,Expression,Error,66,113322,1717,_,_
FBgn0001142,Expression,Corrected Total,131,1232273,_,_,_
FBgn0001145,Expression,Model,65,16101415,247714,23.96,8.96812E-29
FBgn0001145,Expression,Error,66,682237,10337,_,_
FBgn0001145,Expression,Corrected Total,131,16783651,_,_,_
FBgn0001147,Expression,Model,65,992,15,6.07,3.30737E-12
FBgn0001147,Expression,Error,66,166,3,_,_
FBgn0001147,Expression,Corrected Total,131,1158,_,_,_
FBgn0001148,Expression,Model,65,131,2,4.03,2.87981E-08
FBgn0001148,Expression,Error,66,33,0,_,_
FBgn0001148,Expression,Corrected Total,131,164,_,_,_
FBgn0001149,Expression,Model,65,3572289,54958,1.83,7.92398E-03
FBgn0001149,Expression,Error,66,1986122,30093,_,_
FBgn0001149,Expression,Corrected Total,131,5558411,_,_,_
FBgn0001150,Expression,Model,65,56,1,2.72,3.67459E-05
FBgn0001150,Expression,Error,66,21,0,_,_
FBgn0001150,Expression,Corrected Total,131,77,_,_,_
FBgn0001168,Expression,Model,65,298703,4595,9.75,1.81982E-17
FBgn0001168,Expression,Error,66,31121,472,_,_
FBgn0001168,Expression,Corrected Total,131,329825,_,_,_
FBgn0001169,Expression,Model,65,29935,461,3.46,5.80190E-07
FBgn0001169,Expression,Error,66,8789,133,_,_
FBgn0001169,Expression,Corrected Total,131,38723,_,_,_
FBgn0001170,Expression,Model,65,19,0,2.47,1.63105E-04
FBgn0001170,Expression,Error,66,8,0,_,_
FBgn0001170,Expression,Corrected Total,131,27,_,_,_
FBgn0001179,Expression,Model,65,35906,552,16.48,6.47017E-24
FBgn0001179,Expression,Error,66,2212,34,_,_
FBgn0001179,Expression,Corrected Total,131,38117,_,_,_
FBgn0001180,Expression,Model,65,116652,1795,12.27,3.12614E-20
FBgn0001180,Expression,Error,66,9650,146,_,_
FBgn0001180,Expression,Corrected Total,131,126303,_,_,_
FBgn0001185,Expression,Model,65,12152,187,4.85,5.70574E-10
FBgn0001185,Expression,Error,66,2543,39,_,_
FBgn0001185,Expression,Corrected Total,131,14694,_,_,_
FBgn0001186,Expression,Model,65,603957,9292,2.65,5.66921E-05
FBgn0001186,Expression,Error,66,231422,3506,_,_
FBgn0001186,Expression,Corrected Total,131,835379,_,_,_
FBgn0001187,Expression,Model,65,1600024,24616,5.29,8.25965E-11
FBgn0001187,Expression,Error,66,307188,4654,_,_
FBgn0001187,Expression,Corrected Total,131,1907212,_,_,_
FBgn0001189,Expression,Model,65,25354,390,7.68,9.60615E-15
FBgn0001189,Expression,Error,66,3352,51,_,_
FBgn0001189,Expression,Corrected Total,131,28706,_,_,_
FBgn0001197,Expression,Model,65,5609133,86294,20.30,1.33735E-26
FBgn0001197,Expression,Error,66,280499,4250,_,_
FBgn0001197,Expression,Corrected Total,131,5889632,_,_,_
FBgn0001202,Expression,Model,65,51045,785,9.61,2.67851E-17
FBgn0001202,Expression,Error,66,5395,82,_,_
FBgn0001202,Expression,Corrected Total,131,56440,_,_,_
FBgn0001206,Expression,Model,65,53541,824,19.28,6.32703E-26
FBgn0001206,Expression,Error,66,2820,43,_,_
FBgn0001206,Expression,Corrected Total,131,56361,_,_,_
FBgn0001208,Expression,Model,65,3567231,54880,9.34,5.76186E-17
FBgn0001208,Expression,Error,66,387933,5878,_,_
FBgn0001208,Expression,Corrected Total,131,3955164,_,_,_
FBgn0001215,Expression,Model,65,1099788,16920,10.37,3.40874E-18
FBgn0001215,Expression,Error,66,107738,1632,_,_
FBgn0001215,Expression,Corrected Total,131,1207526,_,_,_
FBgn0001216,Expression,Model,65,360111,5540,8.45,8.03317E-16
FBgn0001216,Expression,Error,66,43256,655,_,_
FBgn0001216,Expression,Corrected Total,131,403367,_,_,_
FBgn0001217,Expression,Model,65,3777927,58122,8.50,7.00002E-16
FBgn0001217,Expression,Error,66,451422,6840,_,_
FBgn0001217,Expression,Corrected Total,131,4229349,_,_,_
FBgn0001218,Expression,Model,65,8614962,132538,1.11,3.31897E-01
FBgn0001218,Expression,Error,66,7854450,119007,_,_
FBgn0001218,Expression,Corrected Total,131,16469412,_,_,_
FBgn0001220,Expression,Model,65,720716,11088,2.72,3.84587E-05
FBgn0001220,Expression,Error,66,269456,4083,_,_
FBgn0001220,Expression,Corrected Total,131,990172,_,_,_
FBgn0001222,Expression,Model,65,765126,11771,13.68,1.44341E-21
FBgn0001222,Expression,Error,66,56799,861,_,_
FBgn0001222,Expression,Corrected Total,131,821925,_,_,_
FBgn0001224,Expression,Model,65,398903,6137,11.53,1.79138E-19
FBgn0001224,Expression,Error,66,35123,532,_,_
FBgn0001224,Expression,Corrected Total,131,434025,_,_,_
FBgn0001225,Expression,Model,65,35295634,543010,123.18,2.56080E-51
FBgn0001225,Expression,Error,66,290936,4408,_,_
FBgn0001225,Expression,Corrected Total,131,35586570,_,_,_
FBgn0001226,Expression,Model,65,2081712,32026,19.82,2.75251E-26
FBgn0001226,Expression,Error,66,106641,1616,_,_
FBgn0001226,Expression,Corrected Total,131,2188354,_,_,_
FBgn0001227,Expression,Model,65,221,3,10.52,2.27570E-18
FBgn0001227,Expression,Error,66,21,0,_,_
FBgn0001227,Expression,Corrected Total,131,242,_,_,_
FBgn0001229,Expression,Model,65,185,3,4.51,2.76815E-09
FBgn0001229,Expression,Error,66,42,1,_,_
FBgn0001229,Expression,Corrected Total,131,227,_,_,_
FBgn0001230,Expression,Model,65,524560,8070,9.64,2.43228E-17
FBgn0001230,Expression,Error,66,55244,837,_,_
FBgn0001230,Expression,Corrected Total,131,579804,_,_,_
FBgn0001233,Expression,Model,65,314960833,4845551,16.05,1.41170E-23
FBgn0001233,Expression,Error,66,19924647,301889,_,_
FBgn0001233,Expression,Corrected Total,131,334885479,_,_,_
FBgn0001234,Expression,Model,65,191626519,2948100,5.13,1.61668E-10
FBgn0001234,Expression,Error,66,37895307,574171,_,_
FBgn0001234,Expression,Corrected Total,131,229521827,_,_,_
FBgn0001235,Expression,Model,65,2328322,35820,8.26,1.46644E-15
FBgn0001235,Expression,Error,66,286189,4336,_,_
FBgn0001235,Expression,Corrected Total,131,2614511,_,_,_
FBgn0001247,Expression,Model,65,15903,245,1.56,3.59686E-02
FBgn0001247,Expression,Error,66,10318,156,_,_
FBgn0001247,Expression,Corrected Total,131,26222,_,_,_
FBgn0001248,Expression,Model,65,8468044,130278,6.39,9.61249E-13
FBgn0001248,Expression,Error,66,1346062,20395,_,_
