Genes,Day5,Day7,Day14,Day21,Day28,Day35,Day42,Day49,Day56,Day63,Day70
FBgn0036622,88.08481,91.20783,87.5388,92.96799,73.93187,64.36064,57.56435,48.82295,46.11305,43.06004,40.68238
FBgn0036623,82.7177,92.6239,87.98247,93.3046,81.62418,75.1839,76.47727,75.27825,68.2225,71.1326,65.94868
FBgn0036627,10.709749,9.421831,11.498876,10.04171,11.335563,13.148125,13.977573,15.836209,15.987194,16.022926,19.528716
FBgn0036659,37.81383,29.37373,21.24342,20.98231,19.43325,19.08785,20.95891,29.86267,27.73231,28.83556,30.83417
FBgn0036665,8.895115,7.37141,6.65165,5.001478,5.55352,5.227375,4.727587,4.295719,4.380616,3.292237,3.774187
FBgn0036680,11.277345,10.593416,9.54924,9.741355,9.375488,9.056151,8.402622,7.685018,7.325899,7.445114,7.660741
FBgn0036684,76.77845,87.3715,91.28242,86.50976,96.46379,95.34477,78.06914,72.98111,68.63125,66.76789,76.59355
FBgn0036697,73.31131,74.3607,79.6356,70.26225,71.92103,74.34766,71.45056,62.6322,57.45636,59.62863,66.44452
FBgn0036713,13.07272,14.04182,19.82817,19.76087,25.07179,23.72801,18.35652,14.78339,21.67741,15.04571,16.02768
FBgn0036715,41.80116,38.01109,42.09978,41.15719,35.11748,30.01613,29.01534,20.23851,16.60907,14.15729,21.31572
FBgn0036726,108.75453,87.19929,74.09018,73.10415,59.48749,65.42992,60.97936,57.8539,60.30565,56.77416,52.02634
FBgn0036728,271.58485,198.74742,165.67119,149.54263,119.19371,132.92803,105.15648,100.20195,99.15459,88.8234,87.28448
FBgn0036732,38.3166,39.27584,47.99273,41.97997,43.5999,48.18196,39.39759,38.93772,38.14747,35.27062,36.47318
FBgn0036738,200.59488,156.42367,154.41288,174.92346,123.20846,101.71696,91.15963,73.1488,55.47283,55.13286,42.35605
FBgn0036741,135.4061,155.7609,151.9684,150.8255,143.9877,146.4316,130.7841,118.9372,109.805,113.131,119.3609
FBgn0036749,15.354028,14.228271,12.459549,11.261039,9.728634,9.540551,8.514711,8.348891,7.812764,7.250265,7.651779
FBgn0036750,4.557398,4.467073,3.558082,2.816058,2.265056,1.692849,1.064615,0.819064,1.232203,0.98196,1.036375
FBgn0036752,64.85798,65.02816,63.46227,63.24402,57.54534,52.91147,51.55828,49.78485,44.09686,44.50467,46.91705
FBgn0036756,43.69115,38.17532,35.89323,35.84383,32.94633,29.27379,29.6406,25.87127,23.72012,24.37352,23.52553
FBgn0036762,388.7199,310.904,245.7299,253.1136,221.535,207.4255,208.8908,200.7296,198.9439,182.2598,178.9389
FBgn0036783,25.40851,18.45847,16.613157,16.459622,13.16207,11.259514,7.416772,8.108667,8.974667,11.109871,9.860218
FBgn0036821,241.0205,217.3125,228.5535,192.0155,208.6076,205.7949,176.2099,185.5279,165.3879,169.3898,163.8348
FBgn0036836,8.568942,7.783475,7.201076,6.766479,8.580727,6.805839,7.092399,6.352486,6.339256,6.550807,6.630217
FBgn0036837,528.3598,562.634,591.2751,556.9824,521.4893,555.9078,534.9073,502.6734,443.7835,428.7334,406.9519
FBgn0036839,9.343557,6.045,3.867109,3.694917,4.249108,3.689173,3.110916,3.566903,3.011818,3.133837,3.929234
FBgn0036843,34.14579,35.38211,37.70113,32.83493,32.36484,33.02212,30.90312,28.16341,27.35664,27.49067,27.29704
FBgn0036862,205.76727,191.94773,185.58317,149.12872,156.61394,155.88216,111.34147,109.22601,89.52132,81.52231,85.16428
FBgn0036875,67.34384,50.93269,55.46036,55.58731,49.98368,44.4138,40.22316,41.56565,38.87673,29.80567,34.06821
FBgn0036880,1.256112,1.005665,0.924144,0.663271,0.814281,0.58965,0.568651,0.916427,0.577655,0.822905,0.674383
FBgn0036881,4.9029,2.761877,2.114587,2.475561,2.974831,3.511474,3.86985,3.736587,4.401145,4.261973,4.916477
FBgn0036886,39.62239,34.07424,33.52689,31.98533,31.88985,30.81259,33.26364,29.12098,28.97585,30.52734,30.96925
FBgn0036887,53.27201,52.80953,51.6195,50.70525,42.17683,42.52973,41.3657,37.86829,40.19469,37.68168,35.76997
FBgn0036889,18.40827,17.95774,19.23108,18.84628,16.95371,16.92866,16.96741,15.6022,16.34427,15.40383,16.4372
FBgn0036891,64.99252,57.27421,51.73589,55.03912,43.72172,44.04276,48.25733,57.46359,50.91402,55.49227,51.00358
FBgn0036910,46.72692,40.57667,32.08833,33.13834,28.96703,28.03072,28.43461,30.11315,27.25411,25.74668,24.0368
FBgn0036916,17.42676,16.14751,16.07585,16.52379,14.96676,14.66794,14.75213,13.90893,13.79204,12.96392,13.19552
FBgn0036920,25.63658,23.85245,22.66322,23.19583,20.61729,20.39339,20.03859,19.19203,19.35008,18.22856,18.57824
FBgn0036934,16.66068,16.52278,19.53906,19.02949,22.22406,22.51255,23.45957,25.94497,24.99763,26.76811,28.73512
FBgn0036935,73.19374,80.60978,78.32695,70.20716,75.88127,74.85276,60.14897,50.09986,48.2767,43.84463,42.89279
FBgn0036936,0.562883,0.47538,0.274166,0.332977,0.492855,0.355872,0.562958,0.745748,0.844344,1.091609,1.406474
FBgn0036937,3.478719,3.052549,2.976772,2.607831,2.920558,3.150276,2.062577,1.90725,2.221249,1.299842,1.761623
FBgn0036952,1.840557,2.758093,10.16757,15.703242,13.91643,12.732573,12.704175,7.393745,5.270548,3.784487,3.290756
FBgn0036956,3.274624,2.751482,3.649078,2.950646,2.404305,1.978846,2.222399,1.845234,1.489487,1.118941,1.254838
FBgn0036975,79.08308,77.83183,67.01511,67.81208,55.53202,54.77571,52.08559,50.4172,39.91172,39.13155,32.38502
FBgn0036978,4.55359,5.201379,5.577819,5.149714,5.845391,4.223386,4.711099,3.344717,3.183323,2.778167,3.26938
FBgn0036979,0.828883,0.543964,0.748879,0.466839,0.861501,0.743318,0.796637,1.02573,0.720281,0.703936,0.818914
FBgn0036985,4.035786,1.923829,3.012359,2.160818,2.723062,2.843923,2.634074,3.408404,5.197933,6.415506,6.632978
FBgn0036986,12.885856,13.102908,11.068127,9.637592,9.637832,9.323357,8.548148,7.944742,8.417132,6.78317,7.109972
FBgn0036992,74.27516,92.37834,76.67614,72.28529,60.41869,73.79553,75.38652,94.58523,102.18016,104.48116,120.16823
FBgn0036993,35.80562,36.08947,42.20748,39.18302,38.42589,39.77166,39.67066,35.24407,30.28291,32.40741,33.35604
FBgn0036996,80.20154,76.96103,89.99589,76.72896,50.12552,55.37414,43.68714,47.12006,42.69582,25.04308,28.16627
FBgn0037000,23.46438,23.85775,21.45577,19.56851,21.57906,20.28184,18.5171,16.14938,14.42295,13.43758,14.66053
FBgn0037001,425.0859,289.8199,217.8499,230.2415,191.4115,187.9697,181.9181,178.1257,186.6962,170.222,148.2957
FBgn0037007,161.9776,192.7542,226.1906,223.02,246.8971,265.5993,259.5599,230.7357,189.2868,208.2665,226.0837
FBgn0037010,77.50164,82.46046,77.79388,74.56327,72.09734,72.41385,67.43586,66.71091,66.28253,64.44842,67.40447
FBgn0037018,20.80048,17.00414,15.90884,17.16716,14.52017,14.37029,15.07909,14.46011,14.94332,14.16477,13.74476
FBgn0037019,27.99621,29.06567,30.26516,30.40879,26.87167,27.16161,26.01168,24.7878,22.01332,23.17075,22.88619
FBgn0037020,37.63967,42.15115,47.38899,45.75111,42.88149,44.38242,42.59776,39.99753,36.45107,34.73342,40.65087
FBgn0037028,42.68959,42.89499,45.29285,41.09249,42.33299,42.49865,36.74059,34.08678,35.96118,30.73172,35.80875
FBgn0037045,7.828529,8.328426,7.937382,7.946589,7.875706,8.450215,7.378328,7.752553,8.105398,8.644449,8.220506
FBgn0037065,44.55429,43.07146,53.72297,61.32709,49.11252,43.15855,43.13499,35.73493,32.5463,36.80212,37.14874
FBgn0037100,2.838067,2.530498,2.951365,3.049242,4.291781,4.159633,4.136456,5.29675,5.900936,7.40729,7.858989
FBgn0037134,20.5,19.42408,18.35491,18.32011,16.69844,17.56609,17.46884,15.989,16.38437,16.04357,15.93249
FBgn0037138,211.4456,191.9935,197.1569,176.5294,179.2094,176.7947,150.0745,135.8097,129.7942,124.3361,139.0721
FBgn0037140,21.40829,18.88837,19.38685,17.65406,13.9414,14.34136,14.12919,14.04838,12.9259,13.79488,13.44265
FBgn0037144,27.05259,23.2095,22.19796,22.91304,20.56943,20.1209,20.05763,18.99025,18.13022,18.00655,17.70285
FBgn0037151,6.869964,7.535959,7.837895,8.832326,9.204138,10.83131,11.748566,11.734297,11.950173,12.263979,13.32598
FBgn0037174,4.045088,4.804474,5.37927,6.137555,5.587349,5.76558,6.07055,4.411023,3.620174,3.530968,3.783563
FBgn0037186,19.15222,15.85398,17.25087,16.54137,14.83093,17.03916,14.80341,16.15828,14.87917,16.83859,15.99102
FBgn0037203,142.00564,116.84365,106.30125,110.30978,86.93838,87.75461,89.33113,77.16613,74.60679,76.13986,72.13221
FBgn0037213,86.6098,77.93859,75.25651,69.23779,67.78693,72.3441,63.88255,70.66815,63.43795,61.91319,63.50085
FBgn0037217,4.474321,2.967657,3.247168,2.83678,3.360708,3.907528,4.542738,5.163136,6.120612,6.997677,7.154295
FBgn0037229,8.613108,7.809461,6.641695,6.146503,5.879683,4.770744,5.329502,4.89117,5.070584,3.859578,4.536472
FBgn0037231,1.823687,1.779812,1.793486,1.529148,1.899546,1.659789,1.504428,1.82028,1.906105,2.173805,2.161663
FBgn0037232,30.81966,29.68818,29.20255,28.58509,26.34903,25.68126,24.53768,23.04762,22.79483,20.74176,22.74658
FBgn0037240,136.7631,142.9006,139.9681,145.9544,151.8385,160.5678,165.1599,174.7336,158.0643,182.0058,209.2909
FBgn0037261,117.44739,111.96892,111.08258,107.1595,104.91676,114.20573,106.05778,98.8301,95.52123,89.97327,96.26304
FBgn0037275,8.019192,8.041177,9.063884,10.566851,12.203346,12.495251,13.563073,12.960403,13.907616,16.007229,16.449549
FBgn0037280,1.564562,1.403153,1.545701,1.441725,1.308944,1.245926,1.074769,0.871869,1.073595,0.770346,1.124916
FBgn0037288,143.58646,126.68602,108.57772,108.71229,92.74888,93.06918,85.34113,88.47813,81.15974,68.10752,69.58639
FBgn0037292,67.832693,42.465169,30.049343,26.982916,24.12173,18.445506,12.145097,9.361192,6.113806,4.880031,4.183723
FBgn0037293,27.48381,30.0901,32.29081,34.13726,31.60699,32.83281,33.66897,32.04219,31.58162,32.94623,34.80135
FBgn0037298,238.5638,192.8982,164.7713,166.1398,132.484,131.7441,130.9872,142.5682,145.2114,152.9638,143.8284
FBgn0037324,18.93816,20.77618,20.28842,18.79043,21.39974,20.33746,16.622,14.53983,13.42871,11.97465,13.25652
FBgn0037330,23.07005,20.78168,18.65955,19.77831,17.59086,17.75518,16.33496,15.97786,15.73931,15.14464,15.02687
FBgn0037341,64.25763,64.99931,67.29327,67.18942,56.16338,59.71905,55.96908,52.42271,51.2398,51.26387,54.04336
FBgn0037345,5.932115,6.249014,6.639597,7.012138,6.853453,6.954475,7.725871,8.029847,8.327123,8.170024,9.604351
FBgn0037358,196.6493,160.6345,151.7876,144.5227,126.6317,118.1395,120.8663,114.5009,118.7929,118.8188,109.0329
FBgn0037363,138.0978,152.2714,173.1561,163.6272,169.5379,175.8015,162.934,140.1384,139.1456,138.3312,154.0314
FBgn0037374,58.3419,62.90557,61.93281,56.35902,54.64649,58.09536,57.04617,50.2646,48.86399,48.25822,49.27412
FBgn0037378,83.22657,60.62438,54.2661,53.16327,44.10627,41.4529,43.71111,41.05382,41.55315,40.75401,41.1936
FBgn0037386,19.92269,17.14705,15.92527,15.59053,15.5895,21.15043,19.46006,25.55963,25.81522,32.26297,36.3844
FBgn0037391,50.85243,41.81608,34.75527,37.41528,34.52835,34.62373,34.35526,34.19461,34.58533,35.88759,39.45564
FBgn0037399,0.788127,0.460097,0.582091,0.465554,0.413892,0.388068,0.381174,0.367811,0.401094,0.441552,0.374
FBgn0037405,36.97511,21.670713,26.79506,30.229883,25.669421,18.68599,18.502653,11.407574,9.025651,8.638847,6.322624
FBgn0037408,4.963707,5.497892,5.821436,5.866568,7.849781,7.815562,8.290964,8.687341,7.437561,8.018344,9.657261
FBgn0037411,0.517134,0.282932,0.20526,0.12462,0.189058,0.215149,0.18978,0.105542,0.264386,0.238475,0.259307
FBgn0037415,2.089688,2.199524,2.141426,2.122571,2.558152,3.127261,3.209976,3.616242,3.608675,2.858377,3.810354
FBgn0037433,40.6787,35.73069,29.79491,29.13114,24.0888,25.29058,23.24062,23.27662,25.91005,22.68211,20.34636
FBgn0037440,52.58078,54.55185,54.92873,53.23758,48.86182,49.56513,47.50889,50.39657,47.64162,46.11781,46.65148
FBgn0037442,142.8164,139.2034,146.3556,141.9781,143.9989,152.9469,139.3456,130.969,123.5332,126.0892,137.3838
FBgn0037447,65.63223,52.0591,46.52956,53.24771,63.30737,75.96586,80.51327,84.72831,69.1757,76.80776,80.53818
FBgn0037467,53.26136,57.14985,54.78079,57.459,50.59485,51.19035,48.9261,47.58676,45.69268,42.89692,46.59568
FBgn0037475,6.436436,5.980986,5.736289,5.327736,5.423254,5.533923,3.609689,3.609374,4.403613,2.910793,3.512882
FBgn0037478,17.88379,15.15966,15.3303,17.96508,19.84501,21.2512,20.78152,17.98075,16.09667,16.51138,15.15485
FBgn0037487,2.887432,2.524177,2.931128,2.765146,3.32014,3.379562,3.32231,4.319579,4.621075,4.419747,4.320423
FBgn0037488,4.351533,3.331284,2.466578,2.139335,1.311396,1.450198,0.929244,1.753569,1.991116,1.900423,2.06395
FBgn0037515,38.85905,34.73976,32.15729,34.05877,31.35927,32.70665,37.45029,43.10863,42.34247,44.54236,45.53677
FBgn0037518,8.043768,7.546636,7.064917,6.883277,8.314252,8.435816,7.461324,8.00857,6.636083,7.19954,6.675987
FBgn0037529,41.67102,39.53813,37.56093,38.7904,35.12177,36.54102,35.15712,33.9451,34.00207,31.32058,32.48159
FBgn0037533,283.0972,258.1299,249.3069,248.9681,233.9726,240.9314,239.7617,229.0464,228.553,235.7089,242.2726
FBgn0037534,75.782,86.17691,91.52399,80.63118,85.52185,85.57718,76.00338,69.94313,60.98169,52.67577,53.30479
FBgn0037537,81.15516,85.27575,79.38971,77.35146,71.03133,73.98385,75.49048,78.3639,77.46562,74.6141,80.21084
FBgn0037544,18.179,18.60214,16.91107,18.53524,14.97243,15.34801,15.8004,14.78652,13.7565,12.17301,13.40285
FBgn0037547,281.4521,262.4146,260.0419,250.5687,216.1167,218.3813,158.623,156.8536,120.6292,118.346,126.0807
FBgn0037556,35.89372,37.21411,41.12572,36.94525,39.19809,41.29516,34.93533,35.69225,35.74997,36.14135,43.51669
FBgn0037562,7.615121,15.066264,33.413122,36.926536,40.839364,38.197474,39.024535,26.526655,22.566462,26.457194,25.167077
FBgn0037590,0.837215,0.56422,0.660601,0.418236,0.475536,0.496425,0.409184,0.64822,0.632185,0.61516,0.454638
FBgn0037592,51.33249,57.28578,56.29126,60.23501,48.60386,48.67546,48.74513,46.81621,43.65772,43.36036,45.87176
FBgn0037594,0.6371,0.619348,0.626678,0.906215,0.905764,0.859182,1.164275,1.503788,1.306887,1.627913,2.116829
FBgn0037607,730.3596,637.4745,595.8162,586.5522,509.09,541.8819,505.1138,573.3389,552.1103,576.2001,560.8562
FBgn0037608,25.89369,21.62926,21.12838,21.62136,19.24899,19.35764,19.08323,17.91645,18.29227,17.08201,17.87058
FBgn0037615,1.489269,1.392372,1.286051,1.201149,1.723321,1.18217,1.13167,0.973382,0.781277,0.715756,0.803456
FBgn0037627,6.545814,4.64139,4.640151,3.996907,3.929046,4.735541,5.163554,6.840267,7.084776,6.298802,6.368252
FBgn0037632,126.2921,119.1391,121.0055,121.7139,118.1712,117.8187,120.1114,119.1988,115.4865,115.4864,118.226
FBgn0037655,200.9484,185.6476,194.3481,181.1523,185.0764,193.5699,172.3764,162.3301,157.8261,144.9702,154.3768
FBgn0037662,1.158453,1.355396,1.436178,1.04197,1.404291,0.990287,1.259757,0.837882,1.010602,0.695888,0.781364
FBgn0037671,278.2355,253.9521,236.76,248.182,206.9812,204.1708,207.2565,195.7119,199.0528,196.955,193.9308
FBgn0037676,38.46174,32.3268,35.48196,26.08192,30.41042,28.01355,19.23785,18.53219,16.98524,13.52187,16.52535
FBgn0037678,119.20227,112.39997,95.24825,90.80986,58.70811,52.2599,47.43258,41.84994,44.62268,39.05444,38.23542
FBgn0037683,9.363644,8.883236,9.885224,11.50398,12.520699,13.241386,14.415785,15.484263,13.002046,14.706,16.982952
FBgn0037690,10.044587,10.093366,8.970307,8.69069,8.451156,7.824285,7.465655,7.598438,6.924707,6.097248,7.635625
FBgn0037697,22.11999,24.71472,26.69052,28.16717,27.22883,32.19677,27.49684,31.89498,32.86911,32.06747,34.71529
FBgn0037703,15.41604,17.04743,18.01342,17.42946,17.83471,17.84474,16.41697,14.02618,13.42175,13.17809,14.66288
FBgn0037709,41.214,42.62613,39.52587,40.71822,37.75565,37.67944,36.96791,33.53525,32.24537,31.70556,30.47307
FBgn0037715,80.0695,73.02764,66.73598,62.99408,52.14903,54.99959,45.94705,43.75086,39.62938,35.21535,34.7966
FBgn0037719,20.34638,23.45538,25.37994,26.84689,25.38884,29.54343,28.11858,28.00246,25.63282,25.57575,29.03702
FBgn0037727,13.63018,13.12922,12.98006,13.58765,11.19981,13.69524,14.45816,19.36871,19.13942,22.75118,22.9412
FBgn0037734,118.12358,115.5917,110.25947,109.32071,116.89733,111.20466,97.4038,89.32318,82.03269,75.22218,77.59892
FBgn0037744,129.08194,104.59497,92.64962,95.35042,83.83974,80.90339,81.57304,87.88612,85.29454,89.91952,87.09246
FBgn0037747,35.5108,31.55926,27.38427,27.89844,27.98677,28.1184,27.29347,23.85275,25.0718,24.37103,26.24362
FBgn0037749,42.05633,45.69118,40.40004,42.98158,33.44101,33.72974,32.5995,30.66138,30.61956,28.77751,28.53293
FBgn0037762,32.88185,50.29266,56.09463,47.56037,63.65742,56.45545,52.75393,42.73875,30.40678,33.47726,28.60591
FBgn0037763,333.1213,312.178,320.9252,278.0895,245.3997,242.8868,165.1115,163.5596,120.7537,106.8489,121.0172
FBgn0037764,24.193332,22.830531,23.310537,19.312857,16.837028,16.162538,11.97625,12.45655,8.619179,9.148506,9.277345
FBgn0037765,56.19202,47.21509,48.48377,44.42514,39.22664,34.00078,28.17418,25.9266,19.41538,21.16826,22.3981
FBgn0037779,30.98308,30.98731,31.64392,30.77703,25.29177,26.76371,24.98388,25.82359,23.26541,22.62807,23.38324
FBgn0037782,49.82116,45.359413,37.431963,42.522977,24.931985,20.999074,16.163161,13.759706,11.763969,8.674591,6.350706
FBgn0037788,70.44352,71.1376,73.70135,68.16206,65.07266,65.14891,54.97321,56.875,51.39137,47.55118,46.68409
FBgn0037796,39.80886,36.40924,36.58467,36.48586,39.85208,40.75528,45.82741,45.21334,42.96381,47.70536,57.3962
FBgn0037801,49.56507,42.97293,33.08241,32.34848,25.40732,26.94567,29.8406,42.38279,51.64967,51.68715,50.96013
FBgn0037807,44.86426,41.25146,35.69284,37.38584,30.40939,32.98341,29.87777,28.3991,32.03991,31.24533,31.51141
FBgn0037815,9.544094,8.831896,8.304264,7.750044,8.252161,7.418113,7.416888,6.798483,6.600979,6.596371,6.977834
FBgn0037816,10.210046,9.02212,8.949506,8.422523,8.936514,8.195526,7.979921,7.667863,6.903721,7.23864,6.682861
FBgn0037819,126.63246,124.46799,120.6615,100.73662,86.88244,86.06599,76.78775,73.18537,62.90001,55.71704,50.11307
FBgn0037832,3.15329,3.047614,3.079856,3.902966,3.938965,4.671918,4.361409,3.126426,4.011169,3.865549,5.744566
FBgn0037835,34.67656,32.38922,28.57591,26.31325,22.56895,23.32146,21.15808,18.75144,16.39826,14.52069,14.20539
FBgn0037841,1.842491,2.024975,1.652756,1.65448,1.597308,1.689442,1.462129,1.66544,1.510152,1.201677,1.523976
FBgn0037842,17.36069,18.35129,17.84199,18.20144,15.07379,14.93513,15.37326,15.22612,14.2413,13.99462,14.82792
FBgn0037846,28.04825,28.16839,26.91856,27.48694,25.76603,23.02256,23.59216,21.95292,22.16415,22.46826,21.89939
FBgn0037850,1.561093,1.862293,2.643289,3.093261,3.312263,4.617843,5.111453,4.730045,5.241321,6.771105,6.917538
FBgn0037853,8.645373,8.122963,8.496526,9.663371,9.366166,9.411313,10.093599,10.347465,10.153507,11.270966,11.795187
FBgn0037873,240.81809,162.74876,121.15944,121.3378,96.38564,93.24427,81.10915,80.1431,79.00813,74.10461,66.06047
FBgn0037888,66.48665,70.67112,36.2478,53.56956,45.97508,34.25946,48.5704,29.81035,40.17599,37.12393,32.26324
FBgn0037889,145.11948,150.45292,75.80698,103.18535,91.43565,72.35159,101.54389,66.17135,82.85643,76.09562,72.62322
FBgn0037890,71.91596,76.82389,74.31197,67.18858,65.93421,65.08661,58.49928,50.50734,50.09152,46.62268,47.90411
FBgn0037891,238.0259,197.0991,155.2019,159.372,147.2751,136.9785,133.8188,128.2227,127.3085,120.628,118.1696
FBgn0037906,24.97108,24.40369,29.53278,28.00351,32.38863,36.01645,44.82359,42.29272,43.49721,40.02979,42.6265
FBgn0037913,343.8051,275.1621,272.8457,240.6592,211.9009,209.2864,211.6251,209.6976,222.9956,206.3617,194.9956
FBgn0037930,33.17321,37.51717,36.48248,37.65951,33.59963,34.06592,33.64762,28.26506,28.7661,28.22746,27.44081
FBgn0037936,77.64298,93.87865,68.82972,77.72019,56.16276,54.08723,48.52472,53.19208,37.22744,40.59951,39.84264
FBgn0037937,0.555314,1.076772,0.608153,0.922388,1.051663,0.80517,0.930083,0.689084,0.820782,0.547473,0.604808
FBgn0037949,99.12001,101.42197,111.1516,100.44553,103.30698,104.29594,87.51508,84.15898,77.27094,73.67243,86.69495
FBgn0037955,112.46796,99.28417,92.74058,99.24378,81.22029,79.30968,75.06205,74.16002,71.32355,73.48452,63.05428
FBgn0037956,51.02816,47.66049,46.70754,41.19997,43.45964,43.93951,42.50398,40.23996,35.72294,37.48976,41.254
FBgn0037973,51.78965,43.72334,44.42835,45.77344,39.55174,48.20988,46.26461,54.14244,56.90545,69.55845,68.42032
FBgn0037974,21.28485,17.78746,16.68719,22.57306,20.04118,23.4123,20.94237,24.62581,24.21534,30.00473,31.63014
FBgn0037976,17.87152,19.51915,23.0318,20.2862,25.17572,25.91305,19.2577,15.8653,14.59375,14.48101,14.94028
FBgn0037996,25.630141,24.973813,27.145472,24.539473,18.054193,13.945558,7.890707,5.463779,3.771647,1.77043,1.816548
FBgn0038011,7.256147,5.862445,8.125274,6.689268,7.506284,5.149744,4.189337,1.916309,2.331411,2.218165,2.352733
FBgn0038017,4.521361,3.519919,3.157347,2.503943,2.068597,1.75768,1.876501,1.763632,1.647757,0.955276,1.123533
FBgn0038020,59.50203,61.30156,50.20557,61.41286,58.03864,64.60526,79.14897,75.48063,80.54634,90.95004,90.20011
FBgn0038028,6.490127,2.94682,1.480187,0.443305,0.479119,0.555393,0.455093,0.435912,0.686246,1.100503,0.727117
FBgn0038029,3.491493,3.241074,2.586632,2.601701,2.252781,2.445816,2.08832,1.969282,2.645726,1.725974,1.916056
FBgn0038035,36.73299,42.39673,45.89116,46.0414,47.04766,46.55711,46.48116,45.55043,45.31197,52.59732,55.8658
FBgn0038038,192.49722,160.83712,151.16857,144.93792,107.06604,100.59402,93.51335,96.46531,92.60759,91.88593,78.81123
FBgn0038042,10.381251,10.277778,8.523624,7.561987,7.44702,7.203038,7.068355,7.125385,7.681843,6.97736,6.323322
FBgn0038055,34.19537,29.00458,26.50128,27.85668,24.8031,25.7596,23.87238,22.30187,23.20532,21.85978,23.10817
FBgn0038072,31.77033,27.36241,22.10168,22.3084,21.20561,20.63655,19.49717,20.24579,17.00553,17.39102,17.78108
FBgn0038074,141.33223,156.71682,108.70203,149.76135,99.67899,107.71759,134.89019,175.38261,206.48826,261.48973,206.29341
FBgn0038076,6.232368,5.041703,5.364468,5.276527,4.90165,4.573013,4.108689,3.534165,3.758143,3.083305,3.757627
FBgn0038079,7.992286,7.494636,7.436394,6.791638,7.994573,7.630149,7.690004,7.629234,6.742598,6.508817,6.721367
FBgn0038082,30.35683,20.52172,28.52075,22.27351,17.31066,16.77227,20.23307,18.28371,23.17706,28.16284,23.83084
FBgn0038083,4.867866,4.736758,5.003672,3.603555,4.477719,5.199771,5.382739,6.983282,7.229497,5.56362,7.80918
FBgn0038084,5.20796,4.313683,4.817753,3.692732,4.482417,4.425291,3.21453,2.941998,3.245485,2.748403,3.778189
FBgn0038087,12.652156,10.82755,13.044285,10.214739,11.755835,10.618238,7.918818,8.279734,6.719113,5.876652,8.095343
FBgn0038088,74.50704,73.12252,71.74645,78.6052,82.66285,74.90176,99.57087,97.11876,93.96239,102.11085,118.98942
FBgn0038092,5.011595,4.655239,5.197556,4.557244,4.977662,4.67272,3.991466,2.837523,3.228173,3.004686,3.543667
FBgn0038098,16.05635,17.91317,22.4738,20.32533,22.05738,23.93207,22.38042,25.5516,26.23081,30.07968,34.94266
FBgn0038105,38.57189,30.38047,27.98682,29.32434,23.36729,26.78095,27.93538,37.72871,36.26647,41.82096,37.00475
FBgn0038115,39.7291,34.2801,32.66286,38.12718,30.99575,37.97576,40.41186,46.4587,44.39186,48.42515,48.72321
FBgn0038126,3.150132,1.812169,1.359168,1.036555,1.219388,1.184397,0.941434,0.979831,1.125235,0.983797,1.030429
FBgn0038135,145.15733,137.16948,128.35141,136.06802,104.3723,86.32913,75.06738,66.56474,59.73543,47.08196,44.59067
FBgn0038136,101.84437,109.07302,138.56716,152.84528,113.35209,99.05285,85.91919,68.83266,63.55826,50.73204,45.26128
FBgn0038140,2.320412,1.830853,2.792166,2.691592,3.245952,3.066111,3.229066,2.575897,2.780112,2.443835,3.294728
FBgn0038142,7.096442,5.805785,6.141458,6.340468,6.001305,5.721089,4.708852,6.121767,5.460187,5.679163,5.668171
FBgn0038143,97.4435,94.69174,102.71517,92.0842,95.04574,92.12891,76.56951,70.32289,66.18762,61.43378,65.22803
FBgn0038144,1.776233,1.420758,1.450311,1.540563,1.994722,1.429189,1.912282,1.957007,2.016193,1.972632,2.469925
FBgn0038146,46.04603,45.46878,41.79548,45.36782,40.36644,41.16625,40.89839,38.6794,37.74906,37.1927,37.65478
FBgn0038147,60.75176,38.90116,46.027,38.50164,44.96622,57.46934,55.41612,72.65909,70.48474,75.56491,71.16067
FBgn0038150,0.842289,0.511733,0.397529,0.3848,0.272877,0.385237,0.415748,0.363729,0.553775,0.763339,0.712166
FBgn0038160,5.305473,9.722123,9.890979,21.971335,25.440758,28.320425,29.866136,34.734311,52.189679,34.60601,32.823683
FBgn0038170,4.671054,4.571757,3.588959,4.053102,4.027002,3.631066,3.765272,3.967982,3.455015,3.232416,2.979504
FBgn0038172,58.04742,44.90206,41.54677,45.87678,38.27542,42.81743,46.04799,59.25788,56.66286,73.6045,73.56852
FBgn0038179,13.29421,11.98389,14.45884,15.97258,15.32415,20.28306,18.34578,23.18933,20.99156,23.27677,25.38207
FBgn0038180,2.3943,2.306477,2.592972,3.139868,3.415053,3.234336,2.977228,3.764593,3.834994,3.84567,4.04811
FBgn0038181,590.86767,454.97142,282.99164,165.71096,191.05708,203.29757,140.54215,109.73803,80.50855,75.27957,89.68981
FBgn0038183,21.81648,21.29918,19.63286,19.11455,18.30538,17.87946,17.94724,16.26496,16.08804,15.33185,15.31441
FBgn0038195,136.4343,143.6848,147.5876,141.3999,140.4819,136.5341,134.7949,127.44,119.4525,114.2509,129.5545
FBgn0038199,2.969121,3.916465,4.928854,4.710171,5.675379,6.325608,6.214211,5.628293,4.47928,4.144541,6.000114
FBgn0038204,0.683836,0.566669,0.673732,0.658066,0.810582,0.481271,0.697832,0.811759,0.905019,1.086591,1.700616
FBgn0038207,2.586573,2.357068,2.216316,2.435578,2.646459,2.620685,1.915701,1.863542,1.851641,1.133303,1.443574
